edad,ingresos,años_experiencia,ratio_deuda_ingresos,deuda_credito,otra_deuda,incumplimiento,antiguedad_crediticia,deuda_total,log_ingresos,ratio_deuda_total_ingreso
24,85500.0,8,0.24,0.8548695,1.9875675,0,2,2.842437,4.931971194166093,3.324487719298245e-05
24,85500.0,3,0.14,0.8548695,1.9875675,0,4,2.842437,4.931971194166093,3.324487719298245e-05
23,85596.0,5,0.07,0.8548695,1.9875675,0,3,2.842437,4.93245854380943,3.3207591476237206e-05
24,80000.0,2,0.15,0.8548695,1.9875675,0,3,2.842437,4.903095415639038,3.5530462499999995e-05
21,85800.0,5,0.22,0.8548695,1.9875675,0,2,2.842437,4.933492349526457,3.3128636363636365e-05
26,85900.0,7,0.23,0.8548695,1.9875675,0,4,2.842437,4.933998219616504,3.3090069848661235e-05
20,85920.0,3,0.14,0.8548695,1.9875675,0,2,2.842437,4.934099322963891,3.308236731843575e-05
23,62900.0,2,0.16,0.8548695,1.9875675,1,4,2.842437,4.798657549913149,4.518977742448331e-05
26,80000.0,10,0.15,0.8548695,1.9875675,0,3,2.842437,4.903095415639038,3.5530462499999995e-05
22,86000.0,4,0.28,0.8548695,1.9875675,0,2,2.842437,4.9345035011500435,3.305159302325581e-05
23,86000.0,2,0.17,0.8548695,1.9875675,0,2,2.842437,4.9345035011500435,3.305159302325581e-05
23,86000.0,4,0.12,0.8548695,1.9875675,0,3,2.842437,4.9345035011500435,3.305159302325581e-05
22,80000.0,0,0.15,0.8548695,1.9875675,0,3,2.842437,4.903095415639038,3.5530462499999995e-05
25,74000.0,0,0.16,0.8548695,1.9875675,1,2,2.842437,4.869237588535673,3.8411310810810806e-05
23,86000.0,5,0.24,0.8548695,1.9875675,0,4,2.842437,4.9345035011500435,3.305159302325581e-05
24,80004.0,1,0.15,0.8548695,1.9875675,0,3,2.842437,4.903117129548867,3.5528686065696715e-05
25,80004.0,4,0.15,0.8548695,1.9875675,0,3,2.842437,4.903117129548867,3.5528686065696715e-05
21,86000.0,3,0.1,0.8548695,1.9875675,0,4,2.842437,4.9345035011500435,3.305159302325581e-05
22,86000.0,6,0.12,0.8548695,1.9875675,0,2,2.842437,4.9345035011500435,3.305159302325581e-05
23,80800.0,6,0.15,0.8548695,1.9875675,0,3,2.842437,4.907416735673032,3.5178675742574256e-05
23,81000.0,5,0.15,0.8548695,1.9875675,0,4,2.842437,4.908490380505824,3.5091814814814816e-05
25,86000.0,10,0.15,0.8548695,1.9875675,0,4,2.842437,4.9345035011500435,3.305159302325581e-05
24,36000.0,4,0.14,0.8548695,1.9875675,0,4,2.842437,4.556314564335347,7.895658333333333e-05
25,86000.0,3,0.09,0.8548695,1.9875675,0,2,2.842437,4.9345035011500435,3.305159302325581e-05
21,82000.0,4,0.15,0.8548695,1.9875675,0,4,2.842437,4.913819148625592,3.466386585365854e-05
22,82000.0,6,0.15,0.8548695,1.9875675,0,4,2.842437,4.913819148625592,3.466386585365854e-05
24,86000.0,8,0.17,0.8548695,1.9875675,0,3,2.842437,4.9345035011500435,3.305159302325581e-05
26,86000.0,10,0.06,0.8548695,1.9875675,0,2,2.842437,4.9345035011500435,3.305159302325581e-05
24,86000.0,8,0.19,0.8548695,1.9875675,0,3,2.842437,4.9345035011500435,3.305159302325581e-05
25,82560.0,1,0.15,0.8548695,1.9875675,0,3,2.842437,4.916774944601108,3.442874273255814e-05
26,86000.0,11,0.11,0.8548695,1.9875675,0,4,2.842437,4.9345035011500435,3.305159302325581e-05
26,82700.0,3,0.15,0.8548695,1.9875675,0,4,2.842437,4.91751076096556,3.4370459492140264e-05
23,83000.0,0,0.14,0.8548695,1.9875675,0,3,2.842437,4.919083324808191,3.424622891566265e-05
22,86000.0,6,0.29,0.8548695,1.9875675,0,4,2.842437,4.9345035011500435,3.305159302325581e-05
22,86000.0,6,0.12,0.8548695,1.9875675,0,4,2.842437,4.9345035011500435,3.305159302325581e-05
26,86000.0,4,0.19,0.8548695,1.9875675,0,4,2.842437,4.9345035011500435,3.305159302325581e-05
23,86000.0,4,0.29,0.8548695,1.9875675,0,3,2.842437,4.9345035011500435,3.305159302325581e-05
22,36000.0,4,0.17,0.8548695,1.9875675,0,3,2.842437,4.556314564335347,7.895658333333333e-05
22,83000.0,6,0.14,0.8548695,1.9875675,0,4,2.842437,4.919083324808191,3.424622891566265e-05
26,83000.0,1,0.14,0.8548695,1.9875675,0,3,2.842437,4.919083324808191,3.424622891566265e-05
24,62900.0,8,0.19,0.8548695,1.9875675,1,4,2.842437,4.798657549913149,4.518977742448331e-05
23,86000.0,5,0.19,0.8548695,1.9875675,0,3,2.842437,4.9345035011500435,3.305159302325581e-05
24,83004.0,4,0.14,0.8548695,1.9875675,0,3,2.842437,4.919104253906271,3.4244578574526524e-05
24,86000.0,3,0.17,0.8548695,1.9875675,0,3,2.842437,4.9345035011500435,3.305159302325581e-05
25,62903.0,9,0.04,0.8548695,1.9875675,1,2,2.842437,4.798678262658206,4.518762221197717e-05
24,74004.0,8,0.11,0.8548695,1.9875675,1,3,2.842437,4.869261062961412,3.840923463596562e-05
26,84000.0,10,0.14,0.8548695,1.9875675,0,2,2.842437,4.924284456203511,3.3838535714285714e-05
24,84000.0,1,0.14,0.8548695,1.9875675,0,2,2.842437,4.924284456203511,3.3838535714285714e-05
25,86244.0,4,0.09,0.8548695,1.9875675,0,4,2.842437,4.935733926523826,3.295808404062891e-05
23,78000.0,1,0.15,0.8548695,1.9875675,1,4,2.842437,4.892100170532762,3.64415e-05
23,86250.0,5,0.23,0.8548695,1.9875675,0,2,2.842437,4.935764139014463,3.2955791304347824e-05
24,86376.0,2,0.23,0.8548695,1.9875675,0,3,2.842437,4.9363981162885695,3.290771742150597e-05
24,86400.0,8,0.19,0.8548695,1.9875675,0,4,2.842437,4.936518769006308,3.289857638888889e-05
22,78996.0,1,0.15,0.8548695,1.9875675,1,3,2.842437,4.8976105987817755,3.598203706516785e-05
25,85000.0,5,0.14,0.8548695,1.9875675,0,4,2.842437,4.929424035031084,3.3440435294117644e-05
23,74400.0,3,0.12,0.8548695,1.9875675,1,2,2.842437,4.871578772798073,3.820479838709677e-05
24,86400.0,2,0.14,0.8548695,1.9875675,0,3,2.842437,4.936518769006308,3.289857638888889e-05
22,86400.0,6,0.28,0.8548695,1.9875675,0,2,2.842437,4.936518769006308,3.289857638888889e-05
23,86400.0,0,0.19,0.8548695,1.9875675,0,3,2.842437,4.936518769006308,3.289857638888889e-05
23,86500.0,7,0.16,0.8548695,1.9875675,0,3,2.842437,4.937021128181248,3.286054335260115e-05
26,86604.0,5,0.05,0.8548695,1.9875675,0,2,2.842437,4.937542966032648,3.2821082167105446e-05
24,86610.0,7,0.1,0.8548695,1.9875675,0,2,2.842437,4.937573052940237,3.2818808451679947e-05
23,86670.0,4,0.23,0.8548695,1.9875675,0,2,2.842437,4.937873807432401,3.279608861197646e-05
25,85000.0,1,0.14,0.8548695,1.9875675,0,2,2.842437,4.929424035031084,3.3440435294117644e-05
23,86748.0,2,0.12,0.8548695,1.9875675,0,4,2.842437,4.938264477157608,3.276659980633559e-05
23,63719.0,0,0.05,0.8548695,1.9875675,1,3,2.842437,4.804275767129094,4.460893924888965e-05
24,87000.0,6,0.07,0.8548695,1.9875675,0,4,2.842437,4.939524244480526,3.267168965517241e-05
24,87000.0,1,0.05,0.8548695,1.9875675,0,2,2.842437,4.939524244480526,3.267168965517241e-05
24,63750.0,8,0.47,0.8548695,1.9875675,1,3,2.842437,4.804487001515024,4.4587247058823525e-05
23,85000.0,0,0.14,0.8548695,1.9875675,0,4,2.842437,4.929424035031084,3.3440435294117644e-05
23,87000.0,7,0.2,0.8548695,1.9875675,0,3,2.842437,4.939524244480526,3.267168965517241e-05
23,85000.0,3,0.14,0.8548695,1.9875675,0,2,2.842437,4.929424035031084,3.3440435294117644e-05
22,75000.0,6,0.11,0.8548695,1.9875675,1,4,2.842437,4.8750670539461884,3.7899159999999995e-05
23,87000.0,7,0.09,0.8548695,1.9875675,0,4,2.842437,4.939524244480526,3.267168965517241e-05
25,73000.0,2,0.16,0.8548695,1.9875675,1,2,2.842437,4.863328809319186,3.893749315068493e-05
22,87000.0,7,0.02,0.8548695,1.9875675,0,4,2.842437,4.939524244480526,3.267168965517241e-05
23,75000.0,7,0.11,0.8548695,1.9875675,1,4,2.842437,4.8750670539461884,3.7899159999999995e-05
24,87000.0,7,0.17,0.8548695,1.9875675,0,2,2.842437,4.939524244480526,3.267168965517241e-05
26,87000.0,10,0.11,0.8548695,1.9875675,0,3,2.842437,4.939524244480526,3.267168965517241e-05
22,87000.0,6,0.13,0.8548695,1.9875675,0,4,2.842437,4.939524244480526,3.267168965517241e-05
22,85000.0,1,0.14,0.8548695,1.9875675,0,4,2.842437,4.929424035031084,3.3440435294117644e-05
23,85000.0,1,0.14,0.8548695,1.9875675,0,2,2.842437,4.929424035031084,3.3440435294117644e-05
23,85000.0,2,0.14,0.8548695,1.9875675,0,4,2.842437,4.929424035031084,3.3440435294117644e-05
22,87000.0,0,0.09,0.8548695,1.9875675,0,3,2.842437,4.939524244480526,3.267168965517241e-05
21,85000.0,1,0.14,0.8548695,1.9875675,0,2,2.842437,4.929424035031084,3.3440435294117644e-05
23,87000.0,5,0.11,0.8548695,1.9875675,0,4,2.842437,4.939524244480526,3.267168965517241e-05
24,86000.0,1,0.14,0.8548695,1.9875675,0,3,2.842437,4.9345035011500435,3.305159302325581e-05
24,87000.0,5,0.11,0.8548695,1.9875675,0,3,2.842437,4.939524244480526,3.267168965517241e-05
26,86004.0,0,0.14,0.8548695,1.9875675,0,2,2.842437,4.934523700188774,3.305005581135761e-05
25,87000.0,10,0.08,0.8548695,1.9875675,0,4,2.842437,4.939524244480526,3.267168965517241e-05
23,87000.0,5,0.17,0.8548695,1.9875675,0,2,2.842437,4.939524244480526,3.267168965517241e-05
24,87000.0,0,0.14,0.8548695,1.9875675,0,3,2.842437,4.939524244480526,3.267168965517241e-05
24,87500.0,9,0.14,0.8548695,1.9875675,0,4,2.842437,4.942013016359459,3.2484994285714284e-05
23,87000.0,0,0.14,0.8548695,1.9875675,0,2,2.842437,4.939524244480526,3.267168965517241e-05
26,88000.0,10,0.14,0.8548695,1.9875675,0,2,2.842437,4.944487607286695,3.2300420454545453e-05
22,87000.0,6,0.02,0.8548695,1.9875675,0,4,2.842437,4.939524244480526,3.267168965517241e-05
26,87000.0,9,0.29,0.8548695,1.9875675,0,2,2.842437,4.939524244480526,3.267168965517241e-05
26,87000.0,0,0.17,0.8548695,1.9875675,0,2,2.842437,4.939524244480526,3.267168965517241e-05
24,87000.0,7,0.29,0.8548695,1.9875675,0,2,2.842437,4.939524244480526,3.267168965517241e-05
24,87000.0,0,0.14,0.8548695,1.9875675,0,3,2.842437,4.939524244480526,3.267168965517241e-05
22,36000.0,6,0.4,0.8548695,1.9875675,0,3,2.842437,4.556314564335347,7.895658333333333e-05
23,87000.0,2,0.29,0.8548695,1.9875675,0,2,2.842437,4.939524244480526,3.267168965517241e-05
24,36000.0,0,0.33,0.8548695,1.9875675,0,3,2.842437,4.556314564335347,7.895658333333333e-05
23,63750.0,2,0.2,0.8548695,1.9875675,1,4,2.842437,4.804487001515024,4.4587247058823525e-05
25,87000.0,5,0.06,0.8548695,1.9875675,0,2,2.842437,4.939524244480526,3.267168965517241e-05
22,87000.0,4,0.11,0.8548695,1.9875675,0,3,2.842437,4.939524244480526,3.267168965517241e-05
25,87000.0,4,0.15,0.8548695,1.9875675,0,3,2.842437,4.939524244480526,3.267168965517241e-05
23,87000.0,4,0.11,0.8548695,1.9875675,0,4,2.842437,4.939524244480526,3.267168965517241e-05
26,87000.0,10,0.01,0.8548695,1.9875675,0,3,2.842437,4.939524244480526,3.267168965517241e-05
22,87000.0,0,0.09,0.8548695,1.9875675,0,4,2.842437,4.939524244480526,3.267168965517241e-05
24,36000.0,0,0.11,0.8548695,1.9875675,0,3,2.842437,4.556314564335347,7.895658333333333e-05
24,90000.0,4,0.13,0.8548695,1.9875675,0,2,2.842437,4.95424733490676,3.158263333333333e-05
23,87000.0,7,0.04,0.8548695,1.9875675,0,3,2.842437,4.939524244480526,3.267168965517241e-05
26,87000.0,1,0.17,0.8548695,1.9875675,0,3,2.842437,4.939524244480526,3.267168965517241e-05
23,87000.0,0,0.09,0.8548695,1.9875675,0,2,2.842437,4.939524244480526,3.267168965517241e-05
26,90000.0,4,0.13,0.8548695,1.9875675,0,3,2.842437,4.95424733490676,3.158263333333333e-05
23,90000.0,0,0.13,0.8548695,1.9875675,0,3,2.842437,4.95424733490676,3.158263333333333e-05
23,36000.0,4,0.15,0.8548695,1.9875675,0,2,2.842437,4.556314564335347,7.895658333333333e-05
23,87200.0,0,0.11,0.8548695,1.9875675,0,3,2.842437,4.940521465345316,3.259675458715596e-05
24,87278.0,3,0.14,0.8548695,1.9875675,0,2,2.842437,4.940909761675498,3.2567622997777215e-05
26,87292.0,5,0.11,0.8548695,1.9875675,0,4,2.842437,4.9409794191550445,3.256239976171928e-05
26,87300.0,0,0.07,0.8548695,1.9875675,0,4,2.842437,4.941019218413411,3.2559415807560134e-05
22,90000.0,6,0.13,0.8548695,1.9875675,0,4,2.842437,4.95424733490676,3.158263333333333e-05
23,36000.0,7,0.22,0.8548695,1.9875675,0,4,2.842437,4.556314564335347,7.895658333333333e-05
21,87500.0,5,0.14,0.8548695,1.9875675,0,2,2.842437,4.942013016359459,3.2484994285714284e-05
25,78000.0,0,0.15,0.8548695,1.9875675,1,3,2.842437,4.892100170532762,3.64415e-05
22,90000.0,7,0.13,0.8548695,1.9875675,0,2,2.842437,4.95424733490676,3.158263333333333e-05
22,90000.0,6,0.13,0.8548695,1.9875675,0,4,2.842437,4.95424733490676,3.158263333333333e-05
24,87500.0,8,0.11,0.8548695,1.9875675,0,4,2.842437,4.942013016359459,3.2484994285714284e-05
21,87500.0,5,0.29,0.8548695,1.9875675,0,3,2.842437,4.942013016359459,3.2484994285714284e-05
23,87500.0,2,0.02,0.8548695,1.9875675,0,2,2.842437,4.942013016359459,3.2484994285714284e-05
26,87500.0,3,0.09,0.8548695,1.9875675,0,2,2.842437,4.942013016359459,3.2484994285714284e-05
24,87504.0,9,0.08,0.8548695,1.9875675,0,3,2.842437,4.942032869140825,3.248350932528799e-05
21,87547.0,2,0.14,0.8548695,1.9875675,0,2,2.842437,4.942246229244308,3.2467554570687745e-05
24,87550.0,5,0.04,0.8548695,1.9875675,0,4,2.842437,4.942261110922054,3.246644203312393e-05
24,87600.0,8,0.11,0.8548695,1.9875675,0,3,2.842437,4.942509063839348,3.244791095890411e-05
24,87600.0,8,0.03,0.8548695,1.9875675,0,2,2.842437,4.942509063839348,3.244791095890411e-05
23,87600.0,7,0.23,0.8548695,1.9875675,0,4,2.842437,4.942509063839348,3.244791095890411e-05
24,87663.0,5,0.16,0.8548695,1.9875675,0,2,2.842437,4.942821283090635,3.24245919030834e-05
24,87700.0,8,0.29,0.8548695,1.9875675,0,4,2.842437,4.943004545384352,3.2410912200684146e-05
26,87800.0,5,0.14,0.8548695,1.9875675,0,4,2.842437,4.943499462284334,3.237399772209567e-05
24,87996.0,1,0.08,0.8548695,1.9875675,0,4,2.842437,4.9444678664040955,3.2301888722214643e-05
26,87996.0,3,0.09,0.8548695,1.9875675,0,3,2.842437,4.9444678664040955,3.2301888722214643e-05
22,90000.0,3,0.13,0.8548695,1.9875675,0,3,2.842437,4.95424733490676,3.158263333333333e-05
25,90000.0,2,0.13,0.8548695,1.9875675,0,3,2.842437,4.95424733490676,3.158263333333333e-05
22,88000.0,6,0.18,0.8548695,1.9875675,0,3,2.842437,4.944487607286695,3.2300420454545453e-05
24,88000.0,4,0.07,0.8548695,1.9875675,0,2,2.842437,4.944487607286695,3.2300420454545453e-05
26,90000.0,0,0.13,0.8548695,1.9875675,0,3,2.842437,4.95424733490676,3.158263333333333e-05
23,88000.0,7,0.14,0.8548695,1.9875675,0,2,2.842437,4.944487607286695,3.2300420454545453e-05
23,88000.0,7,0.14,0.8548695,1.9875675,0,4,2.842437,4.944487607286695,3.2300420454545453e-05
23,88000.0,3,0.03,0.8548695,1.9875675,0,4,2.842437,4.944487607286695,3.2300420454545453e-05
23,88000.0,1,0.17,0.8548695,1.9875675,0,2,2.842437,4.944487607286695,3.2300420454545453e-05
23,91392.0,7,0.13,0.8548695,1.9875675,0,3,2.842437,4.96091293339474,3.110159532563025e-05
24,88000.0,2,0.09,0.8548695,1.9875675,0,4,2.842437,4.944487607286695,3.2300420454545453e-05
25,92000.0,5,0.13,0.8548695,1.9875675,0,3,2.842437,4.963792547912095,3.089605434782609e-05
24,76000.0,3,0.16,0.8548695,1.9875675,1,4,2.842437,4.880819306644274,3.740048684210526e-05
24,92004.0,8,0.13,0.8548695,1.9875675,0,2,2.842437,4.963811429665166,3.089471109951741e-05
24,92341.0,9,0.13,0.8548695,1.9875675,0,3,2.842437,4.965399276534783,3.078196034264303e-05
22,88000.0,6,0.06,0.8548695,1.9875675,0,4,2.842437,4.944487607286695,3.2300420454545453e-05
26,92500.0,3,0.13,0.8548695,1.9875675,0,3,2.842437,4.966146427789134,3.072904864864865e-05
23,88000.0,7,0.21,0.8548695,1.9875675,0,2,2.842437,4.944487607286695,3.2300420454545453e-05
25,93000.0,3,0.13,0.8548695,1.9875675,0,3,2.842437,4.9684876183619675,3.056383870967742e-05
24,88000.0,8,0.28,0.8548695,1.9875675,0,2,2.842437,4.944487607286695,3.2300420454545453e-05
26,88000.0,10,0.04,0.8548695,1.9875675,0,2,2.842437,4.944487607286695,3.2300420454545453e-05
24,94992.0,1,0.13,0.8548695,1.9875675,0,4,2.842437,4.977691603463784,2.9922909297625062e-05
23,83000.0,2,0.14,0.8548695,1.9875675,1,4,2.842437,4.919083324808191,3.424622891566265e-05
26,88000.0,10,0.11,0.8548695,1.9875675,0,2,2.842437,4.944487607286695,3.2300420454545453e-05
23,95000.0,6,0.13,0.8548695,1.9875675,0,3,2.842437,4.977728176785649,2.9920389473684208e-05
23,88000.0,8,0.11,0.8548695,1.9875675,0,2,2.842437,4.944487607286695,3.2300420454545453e-05
26,95000.0,0,0.13,0.8548695,1.9875675,0,4,2.842437,4.977728176785649,2.9920389473684208e-05
26,95000.0,0,0.13,0.8548695,1.9875675,0,4,2.842437,4.977728176785649,2.9920389473684208e-05
23,95000.0,4,0.13,0.8548695,1.9875675,0,4,2.842437,4.977728176785649,2.9920389473684208e-05
23,88000.0,7,0.11,0.8548695,1.9875675,0,2,2.842437,4.944487607286695,3.2300420454545453e-05
24,95000.0,3,0.13,0.8548695,1.9875675,0,3,2.842437,4.977728176785649,2.9920389473684208e-05
22,88000.0,0,0.17,0.8548695,1.9875675,0,4,2.842437,4.944487607286695,3.2300420454545453e-05
25,88000.0,7,0.13,0.8548695,1.9875675,0,4,2.842437,4.944487607286695,3.2300420454545453e-05
22,70550.0,4,0.14,0.8548695,1.9875675,1,3,2.842437,4.848503173886313,4.0289681077250173e-05
25,96000.0,1,0.13,0.8548695,1.9875675,0,4,2.842437,4.982275756916859,2.960871875e-05
25,96000.0,3,0.13,0.8548695,1.9875675,0,3,2.842437,4.982275756916859,2.960871875e-05
23,88000.0,2,0.08,0.8548695,1.9875675,0,3,2.842437,4.944487607286695,3.2300420454545453e-05
22,96000.0,3,0.13,0.8548695,1.9875675,0,3,2.842437,4.982275756916859,2.960871875e-05
25,88140.0,5,0.17,0.8548695,1.9875675,0,3,2.842437,4.945177973471589,3.2249115044247785e-05
26,88200.0,9,0.03,0.8548695,1.9875675,0,4,2.842437,4.945473509077624,3.22271768707483e-05
22,88200.0,6,0.24,0.8548695,1.9875675,0,2,2.842437,4.945473509077624,3.22271768707483e-05
22,88200.0,1,0.22,0.8548695,1.9875675,0,3,2.842437,4.945473509077624,3.22271768707483e-05
23,76268.0,7,0.2,0.8548695,1.9875675,1,2,2.842437,4.882348052179601,3.726906435202182e-05
24,88494.0,8,0.27,0.8548695,1.9875675,0,2,2.842437,4.946918733593273,3.2120109837955115e-05
23,88500.0,2,0.06,0.8548695,1.9875675,0,4,2.842437,4.9469481779523825,3.211793220338983e-05
23,88500.0,3,0.14,0.8548695,1.9875675,0,4,2.842437,4.9469481779523825,3.211793220338983e-05
24,100000.0,5,0.12,0.8548695,1.9875675,0,2,2.842437,5.000004342923105,2.842437e-05
26,88500.0,10,0.11,0.8548695,1.9875675,0,4,2.842437,4.9469481779523825,3.211793220338983e-05
25,100000.0,3,0.12,0.8548695,1.9875675,0,3,2.842437,5.000004342923105,2.842437e-05
22,88512.0,6,0.03,0.8548695,1.9875675,0,3,2.842437,4.947007060682458,3.211357781995661e-05
24,88560.0,7,0.11,0.8548695,1.9875675,0,4,2.842437,4.947242511800543,3.209617208672087e-05
22,88620.0,6,0.27,0.8548695,1.9875675,0,3,2.842437,4.947536646305293,3.2074441435341905e-05
25,88668.0,2,0.03,0.8548695,1.9875675,0,2,2.842437,4.947771810563183,3.205707808905129e-05
23,76800.0,0,0.09,0.8548695,1.9875675,1,2,2.842437,4.885366874870763,3.70108984375e-05
26,88800.0,10,0.11,0.8548695,1.9875675,0,3,2.842437,4.948417856454689,3.2009425675675675e-05
25,76800.0,9,0.2,0.8548695,1.9875675,1,2,2.842437,4.885366874870763,3.70108984375e-05
22,88812.0,6,0.33,0.8548695,1.9875675,0,2,2.842437,4.948476540272302,3.2005100662072695e-05
22,88824.0,6,0.14,0.8548695,1.9875675,0,3,2.842437,4.948535216161366,3.200077681707646e-05
26,88900.0,9,0.22,0.8548695,1.9875675,0,4,2.842437,4.9489066461450095,3.197341957255343e-05
26,88900.0,2,0.06,0.8548695,1.9875675,0,4,2.842437,4.9489066461450095,3.197341957255343e-05
24,65450.0,8,0.06,0.8548695,1.9875675,1,4,2.842437,4.8159162863514675,4.342913674560733e-05
24,89000.0,7,0.17,0.8548695,1.9875675,0,4,2.842437,4.949394886330778,3.193749438202247e-05
23,100000.0,1,0.12,0.8548695,1.9875675,0,3,2.842437,5.000004342923105,2.842437e-05
23,88000.0,0,0.14,0.8548695,1.9875675,1,4,2.842437,4.944487607286695,3.2300420454545453e-05
25,89000.0,9,0.16,0.8548695,1.9875675,0,2,2.842437,4.949394886330778,3.193749438202247e-05
25,78200.0,9,0.13,0.8548695,1.9875675,1,4,2.842437,4.893212306662215,3.634829923273657e-05
22,89000.0,6,0.22,0.8548695,1.9875675,0,4,2.842437,4.949394886330778,3.193749438202247e-05
26,104000.0,3,0.12,0.8548695,1.9875675,0,3,2.842437,5.017037515187184,2.7331124999999998e-05
25,77000.0,9,0.19,0.8548695,1.9875675,1,2,2.842437,4.886496365323934,3.6914766233766234e-05
26,89000.0,10,0.09,0.8548695,1.9875675,0,2,2.842437,4.949394886330778,3.193749438202247e-05
23,105000.0,0,0.11,0.8548695,1.9875675,0,2,2.842437,5.021193435188165,2.707082857142857e-05
24,89000.0,8,0.28,0.8548695,1.9875675,0,3,2.842437,4.949394886330778,3.193749438202247e-05
25,93000.0,0,0.13,0.8548695,1.9875675,1,2,2.842437,4.9684876183619675,3.056383870967742e-05
24,110000.0,5,0.11,0.8548695,1.9875675,0,2,2.842437,5.041396633271932,2.5840336363636363e-05
22,89000.0,6,0.18,0.8548695,1.9875675,0,4,2.842437,4.949394886330778,3.193749438202247e-05
25,110000.0,8,0.11,0.8548695,1.9875675,0,2,2.842437,5.041396633271932,2.5840336363636363e-05
26,110000.0,2,0.11,0.8548695,1.9875675,0,2,2.842437,5.041396633271932,2.5840336363636363e-05
26,110000.0,4,0.11,0.8548695,1.9875675,0,2,2.842437,5.041396633271932,2.5840336363636363e-05
25,89016.0,9,0.05,0.8548695,1.9875675,0,3,2.842437,4.949472953848998,3.193175384200593e-05
26,89018.0,7,0.07,0.8548695,1.9875675,0,2,2.842437,4.9494827113021405,3.193103641960053e-05
21,111016.0,5,0.11,0.8548695,1.9875675,0,2,2.842437,5.045389487263097,2.5603849895510555e-05
26,112000.0,1,0.11,0.8548695,1.9875675,0,4,2.842437,5.049221900282173,2.5378901785714285e-05
23,89204.0,5,0.2,0.8548695,1.9875675,0,4,2.842437,4.9503891975549585,3.1864456750818345e-05
24,113000.0,4,0.11,0.8548695,1.9875675,0,2,2.842437,5.0530822867804135,2.5154309734513272e-05
22,89440.0,6,0.09,0.8548695,1.9875675,0,4,2.842437,4.9515366462227375,3.1780377906976746e-05
26,115000.0,3,0.1,0.8548695,1.9875675,0,3,2.842437,5.060701616810948,2.4716843478260868e-05
24,115000.0,8,0.1,0.8548695,1.9875675,0,3,2.842437,5.060701616810948,2.4716843478260868e-05
22,119000.0,2,0.1,0.8548695,1.9875675,0,2,2.842437,5.075550610910658,2.3886025210084032e-05
23,120000.0,7,0.1,0.8548695,1.9875675,0,4,2.842437,5.079184865153228,2.3686975e-05
25,120000.0,1,0.1,0.8548695,1.9875675,0,4,2.842437,5.079184865153228,2.3686975e-05
25,89796.0,2,0.1,0.8548695,1.9875675,0,4,2.842437,4.953261827700609,3.165438326874248e-05
22,89800.0,6,0.22,0.8548695,1.9875675,0,2,2.842437,4.953281172881823,3.165297327394209e-05
24,78000.0,8,0.31,0.8548695,1.9875675,1,4,2.842437,4.892100170532762,3.64415e-05
25,120000.0,3,0.1,0.8548695,1.9875675,0,2,2.842437,5.079184865153228,2.3686975e-05
25,123000.0,0,0.1,0.8548695,1.9875675,0,2,2.842437,5.089908642274492,2.3109243902439022e-05
25,123144.0,2,0.1,0.8548695,1.9875675,0,2,2.842437,5.090416783073274,2.3082220814656013e-05
23,90000.0,4,0.22,0.8548695,1.9875675,0,3,2.842437,4.95424733490676,3.158263333333333e-05
26,125000.0,3,0.1,0.8548695,1.9875675,0,4,2.842437,5.096913487350014,2.2739496e-05
25,36000.0,0,0.07,0.8548695,1.9875675,0,2,2.842437,4.556314564335347,7.895658333333333e-05
22,36000.0,2,0.39,0.8548695,1.9875675,0,4,2.842437,4.556314564335347,7.895658333333333e-05
23,113000.0,1,0.11,0.8548695,1.9875675,1,3,2.842437,5.0530822867804135,2.5154309734513272e-05
26,90000.0,0,0.07,0.8548695,1.9875675,0,3,2.842437,4.95424733490676,3.158263333333333e-05
24,66300.0,6,0.38,0.8548695,1.9875675,1,3,2.842437,4.821520078800048,4.2872352941176467e-05
23,36000.0,2,0.33,0.8548695,1.9875675,0,2,2.842437,4.556314564335347,7.895658333333333e-05
25,90000.0,9,0.09,0.8548695,1.9875675,0,4,2.842437,4.95424733490676,3.158263333333333e-05
23,90000.0,7,0.04,0.8548695,1.9875675,0,3,2.842437,4.95424733490676,3.158263333333333e-05
25,90000.0,2,0.17,0.8548695,1.9875675,0,2,2.842437,4.95424733490676,3.158263333333333e-05
23,127500.0,8,0.09,0.8548695,1.9875675,0,4,2.842437,5.105513590987847,2.2293623529411763e-05
23,90000.0,8,0.04,0.8548695,1.9875675,0,3,2.842437,4.95424733490676,3.158263333333333e-05
22,90000.0,6,0.16,0.8548695,1.9875675,0,4,2.842437,4.95424733490676,3.158263333333333e-05
26,78000.0,10,0.18,0.8548695,1.9875675,1,4,2.842437,4.892100170532762,3.64415e-05
24,90000.0,7,0.39,0.8548695,1.9875675,0,3,2.842437,4.95424733490676,3.158263333333333e-05
25,36000.0,10,0.31,0.8548695,1.9875675,0,4,2.842437,4.556314564335347,7.895658333333333e-05
25,90000.0,2,0.11,0.8548695,1.9875675,0,4,2.842437,4.95424733490676,3.158263333333333e-05
26,130000.0,5,0.09,0.8548695,1.9875675,0,2,2.842437,5.113946693020772,2.1864899999999998e-05
25,90000.0,9,0.2,0.8548695,1.9875675,0,2,2.842437,4.95424733490676,3.158263333333333e-05
26,136000.0,2,0.09,0.8548695,1.9875675,0,2,2.842437,5.1335421017002565,2.090027205882353e-05
